Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Universidade e Democracia,universidadeedemocracia,100067752189434,UNIVERSITY,BR,"A Página reúne professores/as, estudantes e demais mobilizados/as para a defesa da Democracia e da",2016-03-22 23:26:27,10777,11178,2023-01-16 19:32:43 BRT,2023-01-16,19:32:43,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100067752189434/posts/500790738855995,"FRANCISCO CARLOS TEIXEIRA DA SILVA Com intervenção civil, Lula adota política que tenta superar tutela militar Deserção de GSI e batalhão do Exército da 'festa da Selma' e nomeação de secretário de Dino causaram estremecimento 13.jan.2023 às 12h30 Francisco Carlos Teixeira da Silva Professor titular de história moderna e contemporânea da UFRJ (Universidade Federal do Rio de Janeiro) e professor emérito do Programa de Pós-Graduação em Ciências Militares da Eceme (Escola de Comando e Estado-Maior do Exército). Autor de ""A República Sitiada"", com Karl Schurster (no prelo), e organizador de “Dicionário de História Militar do Brasil”, entre outros livros [RESUMO] Depois do ataque de milhares de bolsonaristas às sedes dos Poderes em Brasília, setores das Forças Armadas esperavam o recurso à GLO (garantia da lei e da ordem) pelo governo Lula, o que permitiria a um general estabelecer um regime de tutela sobre a capital. A repressão dos extremistas por meio de uma inédita ""intervenção civil"" rompe com a prática usada à exaustão nos últimos anos e pode levar à superação do cacoete secular de tratar militares como responsáveis por sanear os problemas da República. Passados os primeiros momentos do grande susto de domingo (8), quando grupos bolsonaristas atacaram as icônicas sedes dos três Poderes projetadas por Oscar Niemeyer, começamos a refletir sobre a destruição do Palácio do Planalto e do Supremo Tribunal Federal e a vandalização das duas casas do Congresso. Os primeiros depoimentos dos presos começam a dar conteúdo àquilo que já sabíamos: (1) Não foi um movimento espontâneo ou uma explosão repentina de ódio que motivou os milhares de bolsonaristas; calcula-se que a mobilização reuniu 20 mil pessoas, das quais ao menos 4.000 participaram do ataque às sedes dos Poderes; (2) Houve não só uma mobilização prévia, que se valeu de meios como WhatsApp e Twitter, como uma ampla rede de suporte com pelo menos 150 ônibus que levaram, boa parte com todas as despesas previamente pagas, os extremistas a Brasília; (3) A PM do Distrito Federal fugiu de suas funções básicas quando seu contingente foi reduzido; mais que isso, uma parcela importante dos policiais do DF apoiou, por ação ou inação, a marcha até os palácios, inclusive escoltando o grupo de extremistas, com quem, em vários momentos, confraternizaram. Após instantes de perplexidade inicial, o Ministério da Justiça iniciou, ainda na noite de domingo, um decisivo processo de intervenção na Segurança Pública do DF, ordenando a desocupação dos prédios e a prisão dos invasores-depredadores. À ação do ministério, se somou uma cirúrgica intervenção do STF, por meio de decisão do ministro Alexandre Moraes, que conduz o inquérito contra atividades antidemocráticas no governo Bolsonaro. Assim, a mão pesada da Justiça, vinda do Executivo e do Judiciário, se abateu sobre o governador do DF, Ibaneis Rocha (MDB), e sobre seu (ausente) secretário de Justiça, Anderson Torres, exatamente um ex-ministro da Justiça de Bolsonaro (que estava na Flórida e, de acordo com um colunista do UOL, visitou o ex-presidente) cuja gestão foi marcada por medidas negacionistas e ameaças à democracia. Até aí, houve uma certa unanimidade, expressa na aprovação da intervenção federal no DF pelo Congresso e na confirmação, pelo plenário do STF, do afastamento do governador. Rapidamente, Ibaneis Rocha e Anderson Torres foram transformados nos ""malvados da ocasião"", a face do golpe e da manipulação perigosa das forças policiais de Brasília. No entanto, já eram visíveis algumas fissuras na unanimidade em torno das medidas contra o golpismo: além do incômodo do governador de Minas Gerais, Romeu Zema (Novo), com o afastamento do colega do DF, setores militares ligados ao Comando Militar do Planalto e o próprio comandante do Exército, Júlio Cesar de Arruda, estranharam que houvesse intervenção federal, não o recurso — transformado em lugar-comum nos governos Temer e Bolsonaro — ao instituto da GLO (garantia da lei e da ordem), conforme o artigo 142 da Constituição. Ao preferir o artigo 34 da Carta, aconselhado fortemente por alguns especialistas e com apoio de seu secretário Wadih Damous, o ministro da Justiça, Flávio Dino, descartou o recurso à força militar, amplamente utilizada antes, inclusive pelos governos do PT. No caso da intervenção no DF e da ordem de controlar e restabelecer a segurança das instituições da República, Dino se distinguiu nitidamente da prática anterior, em especial da intervenção federal no Rio de Janeiro, decretada em fevereiro de 2018, ao que se seguiu o misterioso assassinato da vereadora Marielle Franco em 14 de março, em plena intervenção comandada pelo general Braga Netto, futuro braço direito de Bolsonaro. Na verdade, os setores militares esperavam o recurso à GLO e, com isso, a indicação de um general para estabelecer um verdadeiro regime de tutela sobre a capital federal. A nomeação de Ricardo Cappelli como interventor frustrou as expectativas dos militares. (truncated)",https://www1.folha.uol.com.br/ilustrissima/2023/01/com-intervencao-civil-lula-adota-politica-que-tenta-superar-tutela-militar.shtml,,,"Opinião - Francisco Carlos Teixeira da Silva: Com intervenção civil, Lula adota política que tenta superar tutela militar",Deserção de GSI e batalhão do Exército da 'festa da Selma' e nomeação de secretário de Dino causaram estremecimento,,,,1,-20
Universidade e Democracia,universidadeedemocracia,100067752189434,UNIVERSITY,BR,"A Página reúne professores/as, estudantes e demais mobilizados/as para a defesa da Democracia e da",2016-03-22 23:26:27,10781,11180,2023-01-08 22:38:15 BRT,2023-01-08,22:38:15,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100067752189434/posts/495627712705631,,https://apublica.org/sentinela/2023/01/bolsonaristas-usam-codigo-festa-da-selma-para-coordenar-invasao-em-brasilia/?utm_source=instagram&utm_medium=post&utm_campaign=invasao&utm_content=later-32180143,https://apublica.org/sentinela/2023/01/bolsonaristas-usam-codigo-festa-da-selma-para-coordenar-invasao-em-brasilia/,,"Bolsonaristas usam código ""Festa da Selma"" para coordenar invasão em Brasília - Agência Pública","Termo alude a cumprimento militar; chamadas para invasão do Planalto, Congresso e STF correram em redes sociais",,,,1,-21
Convoca,Convoca,821315437888933,MEDIA_NEWS_COMPANY,PE,"Hacemos periodismo de investigación, análisis de datos y apostamos por la innovación para generar cambios. Equipo ganador del Data Journalism Awards 2016.",2014-08-28 03:07:32,62940,120147,2023-01-14 18:00:01 BRT,2023-01-14,18:00:01,Link,1,0,0,0,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/821315437888933/posts/6061286440558447,"🔎 ‘FESTA DA SELMA’: BOLSONARISTAS USAN TÉRMINO DE USO MILITAR PARA COORDINAR INVASIÓN EN BRASILIA 👉 Con este, se hicieron llamados por redes sociales, en especial Twitter, para irrumpir en Planalto, el Congreso y el Supremo Tribunal Federal. Reproducimos el informe original de Agência Pública de Brasil. https://convoca.pe/agenda-propia/festa-da-selma-bolsonaristas-usan-termino-de-uso-militar-para-coordinar-invasion-en",https://convoca.pe/agenda-propia/festa-da-selma-bolsonaristas-usan-termino-de-uso-militar-para-coordinar-invasion-en,,,‘Festa da Selma’: Bolsonaristas usan término de uso militar para coordinar invasión en Brasilia,"El término ‘Fiesta de Selma’ -en la traducción literal al español- alude al deber militar. Con este, se hicieron llamados por redes sociales para irrumpir en Planalto, el Congreso y el Supremo Tribunal Federal. Reproducimos el informe original de Agência Pública de Brasil Bruno Fonseca y La...",,,,1,-41
Convoca,Convoca,821315437888933,MEDIA_NEWS_COMPANY,PE,"Hacemos periodismo de investigación, análisis de datos y apostamos por la innovación para generar cambios. Equipo ganador del Data Journalism Awards 2016.",2014-08-28 03:07:32,62847,119323,2023-01-10 18:43:47 BRT,2023-01-10,18:43:47,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/821315437888933/posts/6048836731803418,"#Nuevo 🔎 ‘FESTA DA SELMA’: BOLSONARISTAS USAN TÉRMINO DE USO MILITAR PARA COORDINAR INVASIÓN EN BRASILIA 👉 Con este, se hicieron llamados por redes sociales, en especial Twitter, para irrumpir en Planalto, el Congreso y el Supremo Tribunal Federal. Reproducimos el informe original de Agência Pública de Brasil. https://convoca.pe/agenda-propia/festa-da-selma-bolsonaristas-usan-termino-de-uso-militar-para-coordinar-invasion-en",https://convoca.pe/agenda-propia/festa-da-selma-bolsonaristas-usan-termino-de-uso-militar-para-coordinar-invasion-en,,,‘Festa da Selma’: Bolsonaristas usan término de uso militar para coordinar invasión en Brasilia,"El término ‘Fiesta de Selma’ -en la traducción literal al español- alude al deber militar. Con este, se hicieron llamados por redes sociales para irrumpir en Planalto, el Congreso y el Supremo Tribunal Federal. Reproducimos el informe original de Agência Pública de Brasil Bruno Fonseca y La...",,,,1,-41
ITS Rio,ITSriodejaneiro,652895581417121,NON_PROFIT,BR,O Instituto de Tecnologia e Sociedade do Rio estuda o impacto e o futuro da tecnologia no Brasil e no mundo. ,2013-10-14 21:10:03,106051,106797,2023-01-16 12:01:00 BRT,2023-01-16,12:01:00,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/652895581417121/posts/8948838961822700,"O Pegabot identificou a existência de bots, no Twitter, no fim de semana marcado pela invasão ao Congresso. 🤖 🔎 Segundo as análises, descobrimos possível uso de comportamento automatizado nos posts que continham as hashtags ""Festa da Selma"", ""Selma"" e ""Supremo é o povo"", entre os dias 6 e 8 de janeiro. Quer saber mais? Confira aqui!",https://www.sbtnews.com.br/noticia/tecnologia/236330-relatorio-aponta-possivel-uso-de-bots-nas-redes-na-vespera-do-8-de-janeiro,,,Relatório aponta possível uso de bots nas redes na véspera do 8 de janeiro,ITS identificou 35% das postagens com alta probabilidade de serem de perfis de robôs,,,,1,-0.91
Giornalettismo,Giornalettismo,172878032747759,NEWS_SITE,IT,"Scrivi alla redazione: redazione@giornalettismo.com
Proposte commerciali e adv: giornalettismo@nexilia.it

Seguici su Twitter e Instagram: @giornalettismo

#DigitalEUAmbassador
",2010-12-28 19:33:56,244942,234221,2023-01-10 11:44:03 BRT,2023-01-10,11:44:03,Link,1,0,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/172878032747759/posts/5790358474332992,"Quale applicazione è stata utilizzata per organizzare l'assalto ai palazzi del potere di #Brasilia? E perché proprio #Telegram? Ancora una volta, la piattaforma creata da Pavel Durov diventa l'ecosistema perfetto per coordinare le azioni violente. Era accaduto con #CapitolHill, ma anche in altri eventi come il #ConvoyLiberty in Canada. Questa volta, la chat è servita a organizzare la marcia #Caravanasdeliberdade",https://www.giornalettismo.com/caravanas-da-liberdade-telegram-assalti-brasilia/,,,"Dai ""carri della libertà"" al club delle armi: come i sostenitori di Bolsonaro hanno usato Telegram","L'organizzazione minuziosa sull'applicazione di messaggistica istantanea che si è andata a unire al trending topic Twitter ""Festa da Selma""",,,,1,-28
Giornalettismo,Giornalettismo,172878032747759,NEWS_SITE,IT,"Scrivi alla redazione: redazione@giornalettismo.com
Proposte commerciali e adv: giornalettismo@nexilia.it

Seguici su Twitter e Instagram: @giornalettismo

#DigitalEUAmbassador
",2010-12-28 19:33:56,244942,234221,2023-01-10 08:36:09 BRT,2023-01-10,08:36:09,Link,1,0,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/172878032747759/posts/5789870364381803,"La “m” al posto della “v” e il gioco è fatto. Così la #FestaDaSelma"" è diventata trending topic su #Twitter per organizzare le rivolte e gli assalti contro i palazzi del potere in #Brasile. Il tutto accompagnato dall'hashtag #BrazilianSpring, espressione pronunciata per la prima volta da un nome noto: #SteveBannon",https://www.giornalettismo.com/festa-da-selma-rivolta-brasile-twitter/,,,"""Festa da Selma"", il messaggio in codice su Twitter per l'assalto al Parlamento brasiliano","Dal 5 gennaio, fino alle fasi più calde delle violenze, i sostenitori di Bolsonaro hanno utilizzato questo ""espediente"" per richiamare tutti alla manifestazione deflagrata in violenza",,,,1,-28
Antropofagista Jornalismo,,109522954746371,NEWS_SITE,,"O Blog Antropofagista tem como objetivo ampliar o debate nacional, plural e democrático.",2021-07-17 17:35:46,525,603,2023-01-19 17:41:30 BRT,2023-01-19,17:41:30,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/109522954746371/posts/239058591792806,O racismo por trás do código bolsonarista “festa da Selma”,https://antropofagista.com.br/2023/01/19/o-racismo-por-tras-do-codigo-bolsonarista-festa-da-selma/,,,O racismo por trás do código bolsonarista “festa da Selma” - Antropofagista,"Entenda o que há por trás da expressão usada por golpistas para combinar a invasão do Poderes, em Brasília. As conotações simbólicas por trás do código bolsonarista “festa da Selma” para combinar a invasão da Praça dos Três Poderes vai além de uma alusão à “Selva”, um cumprim...",,,,0,-20
Perfil Brasil,perfilcombrasil,100065102916044,NEWS_SITE,BR,Noticias do Brasil e do mundo. Jornalismo puro em tempo real.,2020-11-03 14:35:48,78655,78849,2023-01-09 17:40:07 BRT,2023-01-09,17:40:07,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100065102916044/posts/583342630512496,"BOLSONARISTAS RADICAIS - Criminosos que estiveram na Esplanada dos Ministérios neste domingo (08), utilizaram “Festa da Selma” como um código específico para combinar as invasões às sedes dos Três Poderes, em Brasília. A palavra “Selma” é uma alusão à “selva”, utilizada pelos militares brasileiros. De acordo com a Agência Pública, há dias bolsonaristas utilizavam livremente o termo nas redes sociais abertas, que aparece em postagens do Twitter, Tiktok e Facebook, mostrando um certo grau de organização dos convocantes. A Agência fez um levantamento dessas plataformas. *Confira a matéria completa no nosso site (link na bio) 📸 Marcelo Camargo/ Agência Brasil #festadaselma #invasão #brasilia #atosantidemocraticos #bolsonaristas #bolsonaro #noticiasbrasil #noticiasperfil #perfilcombrasil",https://www.facebook.com/photo.php?fbid=583342617179164&set=a.499119698934790&type=3,,"""Festa da Selma"" entenda o código usado por manifestantes para planejar ataques",,,,,,0,-44
Fora do Sistema,,100064152274793,POLITICIAN,,Politica,2017-04-03 20:53:17,303,325,2023-01-16 08:08:45 BRT,2023-01-16,08:08:45,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064152274793/posts/559278859553852,,https://www.facebook.com/photo.php?fbid=465130502478020&set=a.403662391958165&type=3,,,Sleeping Giants Brasil,Só “cidadão de bem” na festa da “Selma” em Brasília hein?!,,,,0,-20
Movida Brasileña,MovidaBrasilena,100050611953690,PODCAST,ES,"Podcast con entrevistas en castellano emitido en Spotify, Deezer, Tunein, Amazon & Apple Podcast.
",2010-12-28 13:38:43,43782,42684,2023-01-09 15:41:01 BRT,2023-01-09,15:41:01,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100050611953690/posts/746347847062274,,https://www.eldiario.es/internacional/theguardian/festa-da-selma-nombre-clave-seguidores-bolsonaro-movilizarse-internet_1_9852538.amp.html,https://www.eldiario.es/internacional/theguardian/festa-da-selma-nombre-clave-seguidores-bolsonaro-movilizarse-internet_1_9852538.html,,'Festa da Selma': el nombre en clave de los seguidores de Bolsonaro para movilizarse por Internet,"El asalto de los partidarios del expresidente ultraderechista a las sedes institucionales brasileñas se organizó primero en redes privadas de mensajería, según los expertos",,,,0,-34
Movida Brasileña,MovidaBrasilena,100050611953690,PODCAST,ES,"Podcast con entrevistas en castellano emitido en Spotify, Deezer, Tunein, Amazon & Apple Podcast.
",2010-12-28 13:38:43,43782,42686,2023-01-08 20:45:10 BRT,2023-01-08,20:45:10,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100050611953690/posts/745841783779547,,https://www.facebook.com/LupaNews/photos/a.197634597239254/1892895887713108/?type=3,,Lupa H VENHAM TODOS PARA A FESTA DA IRMÃ SELMA!!! ΕΙΤΑ GLÓRIA!!! A BABILÔNIA ESTÁ RUINDO!!! SELVAAAAAAAAAAA! NÓS SOMOS A RESISTÊNCIA! INVASÃO EM BRASÍLIA VÂNDALOS FALAVAM DE 'FESTA DA SELMA' PARA CONVOCAR PARA ATAQUES,Agência Lupa,"""Festa da Selma"". Essa foi a expressão usada pelos vândalos que hoje atacaram diversos edifícios públicos de Brasília, ao convocar indivíduos para os atos anti-democráticos deste domingo (8). O termo aparece em mensagens disseminadas pelas redes sociais. 

Leia a cobertura completa em bit.ly/festadaselmavandalos:=:https://lupa.uol.com.br/jornalismo/2023/01/08/vandalos-festa-selma

#AgênciaLupa #fakenews #desinformação #boatos #noticiasfalsas #brasília #planalto #invasão",,,,0,-72
Jornal Lemos,Jornallemos,100060533718106,MEDIA_NEWS_COMPANY,,"Jornal Lemos - Existem vários jornais, mas só um LEMOS",2013-12-15 08:08:12,434,469,2023-01-11 07:08:20 BRT,2023-01-11,07:08:20,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100060533718106/posts/619353173425801,,https://noticias.uol.com.br/politica/ultimas-noticias/2023/01/11/mapa-online-onibus-brasilia-ato-golpista-8-janeiro-preparacao-confronto.htm,,,Preparação para ato golpista teve mapa online e previu confronto violento,"O mapa se chama ""Viagem para Praia"". Mas, em vez de pontos turísticos, estão listadas 43 cidades no Brasil onde se podia pegar ônibus para a ""festa da Selma"", com contatos dos organizadores dos transportes. A festa se refere aos atos de 8 de janeiro, q",,,,0,-14
folhageral.com,folhageral,100063725373936,TOPIC_NEWSPAPER,,"Jornalismo independente
Saiba mais: https://www.folhageral.com/sobre-nos",2013-03-21 01:46:47,1611,1633,2023-01-08 22:13:57 BRT,2023-01-08,22:13:57,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063725373936/posts/616189007181940,"Bolsonaristas usam código ""Festa da Selma"" para coordenar invasão em Brasília ➡️ https://www.folhageral.com/?p=18234:=:https://www.folhageral.com/politica/2023/01/08/bolsonaristas-usam-codigo-festa-da-selma-para-coordenar-invasao-em-brasilia/ #folhageral #terrorismobolsonarista #AtosAntidemocráticos #congressonacional #stf #politica #brasilia",https://www.facebook.com/photo.php?fbid=616187210515453&set=a.491494002984775&type=3,,,,,,,,0,-8
El Diario AR,elDiarioAR,111960143999284,NEWS_SITE,AR,"elDiarioAR es un medio digital argentino de noticias de actualidad y análisis, con foco en política, economía, cambio social, género y medio ambiente.",2020-09-28 23:23:22,7274,11130,2023-01-09 17:23:53 BRT,2023-01-09,17:23:53,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/111960143999284/posts/656460736215886,"El asalto de los partidarios del expresidente ultraderechista a las sedes institucionales brasileñas se organizó primero en redes privadas de mensajería, según los expertos.",https://www.eldiarioar.com/latinoamerica/festa-da-selma-nombre-clave-seguidores-bolsonaro-movilizarse-internet_1_9853153.html,,,'Festa da Selma': el nombre en clave de los seguidores de Bolsonaro para movilizarse por Internet,"El asalto de los partidarios del expresidente ultraderechista a las sedes institucionales brasileñas se organizó primero en redes privadas de mensajería, según los expertos.",,,,0,-48
Professor Julio Cesar Martins,PROFJULIOMARTINS,118506104924863,UNIVERSITY,BR,"Página de estudos de Direito, estudos Bíblicos, Filosóficos e Teológicos; e assuntos diversos, compartilhe nossos artigos, seja abençoado por Deus em nome de Jesus Cristo! ""Entrega o teu caminho ao SENHOR, confia nele, e ele tudo fará. Salmos 37:5""",2011-10-22 23:14:28,1141,1126,2023-01-11 15:48:48 BRT,2023-01-11,15:48:48,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/118506104924863/posts/5521801231261963,,https://www.facebook.com/photo.php?fbid=5801679066583979&set=p.5801679066583979&type=3,,,Julio,"EXCLUSIVO | O mapa se chama ""Viagem para Praia"". Mas, em vez de pontos turísticos, estão listadas 43 cidades no Brasil onde se podia pegar ônibus para a ""festa da Selma"", com contatos dos organizadores dos transportes. A festa se refere aos atos de 8 de janeiro, que invadiram e depredaram a sede dos três Poderes da República, em Brasília, em uma tentativa frustrada de golpe.

➡️ ""O código é festa da Selma, vai acontecer uma festa de aniversário enorme e existe uma organização muito grande para juntar e preparar os convidados (...) a organização antes da festa vai ser em um lugar não conhecido, onde as pessoas estão há mais de 65 dias [referência ao Quartel General do Exército em Brasília]. E de lá todos sairão para a festa [Praça dos Três Poderes].""

O mapa dos ônibus para a ""festa da Selma"" circulou no grupo de Telegram ""Caça e Pesca"", com 18 mil membros. Apesar do nome inofensivo, o grupo serviu à organização dos atos golpistas entre moradores do Sudeste. As mensagens, trocadas entre 4 e 5 de janeiro, tratavam exclusivamente de como chegar a Brasília, o que levar e o que fazer no dia 8. 

Havia grupos direcionados a outras regiões do país, como o ""Sertanejo"", para pessoas do Centro-Oeste, mas as mensagens foram todas apagadas. Os nomes aleatórios, sem referência aos atos golpistas, têm o objetivo de dificultar que os grupos sejam encontrados. Também há mensagens mostrando como ocultar o número de telefone no Telegram. 

O próprio nome ""festa da Selma"", amplamente usado nos preparativos para o dia 8, foi uma tentativa de evitar o radar das autoridades. A expressão foi revelada pela Agência Pública.

🔗 Continue lendo no link da bio

📝 Reportagem de Amanda Rossi e Lúcia Valentim Rodrigues
📷 Reprodução

#uol #uolnoticias #noticias #politica #exclusivo #terrorismo #festadaselma #brasília #bsb #df #distritofederal #golpistas #golpe #stf #planalto
Reposted from @uolnoticias

https://www.instagram.com/p/CnRhtgWum9B/?igshid=YmMyMTA2M2Y=:=:https://www.instagram.com/p/CnRhtgWum9B/",,,,0,-6
Antonio Belinati,,100040674612537,PERSON,BR,"Eleito pelos Londrinenses 4 vezes Prefeito de Londrina, cidade de 580 mil habitantes.",2013-09-24 08:39:47,7694,7816,2023-01-11 12:42:59 BRT,2023-01-11,12:42:59,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100040674612537/posts/898037308228748,,https://noticias.uol.com.br/politica/ultimas-noticias/2023/01/11/mapa-online-onibus-brasilia-ato-golpista-8-janeiro-preparacao-confronto.htm,,,Preparação para ato golpista teve mapa online e previu confronto violento,"O mapa se chama ""Viagem para Praia"". Mas, em vez de pontos turísticos, estão listadas 43 cidades no Brasil onde se podia pegar ônibus para a ""festa da Selma"", com contatos dos organizadores dos transportes. A festa se refere aos atos de 8 de janeiro, q",,,,0,-28
Antonio Belinati,,100040674612537,PERSON,BR,"Eleito pelos Londrinenses 4 vezes Prefeito de Londrina, cidade de 580 mil habitantes.",2013-09-24 08:39:47,7691,7813,2023-01-08 22:44:35 BRT,2023-01-08,22:44:35,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100040674612537/posts/895912965107849,,https://lupa.uol.com.br/jornalismo/2023/01/08/vandalos-festa-selma,,,Vândalos falavam de ‘Festa da Selma’ para convocar para ataques em Brasília,"Expressão ajudou os criminosos que invadiram o Congresso Nacional, o Supremo Tribunal Federal e o Palácio do Planalto a driblar qualquer monitoramento referente à segurança da capital federal feito de forma automática por forças policiais, judiciais e inclusive pelas plataformas de redes socia...",,,,0,-34
Jornal Eletrônico News Rondônia,jornalnewsrondonia,100063537761983,MEDIA_NEWS_COMPANY,BR,"Página destinada a notícias, de Rondônia, do Brasil e do Mundo 
Acesse www.newsrondonia.com.br e ",2011-02-08 19:16:47,14803,15818,2023-01-08 18:15:43 BRT,2023-01-08,18:15:43,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063537761983/posts/627540339373886,,https://www.newsrondonia.com.br/noticia/216304-videos-mostram-momento-em-que-manifestantes-entram-no-predio-do-congresso-nacional,,,Vídeos mostram momento em que manifestantes entram no prédio do Congresso Nacional - News Rondonia Portal de Noticias,"Anderson Nascimento Jornalismo Newsrondonia Brasília, DF – Diversos vídeos estão sendo compartilhando durante esse domingo (8), após manifestantes invadirem o STF, Congresso Nacional e Planalto.   A festa da Selma ta bombando 🇧🇷🔊 08/01/23 O GIGANTE ACORDOU pic.twitter.com/utoXqszkxz:=:https://twitter.com/nessadedireita/status/1612155113421901824 ...",,,,0,-56
Blog do Flávio Chaves,blogflaviochaves,533202120033279,TOPIC_LIBRARY,BR,"Página destinada ao blog do Flávio Chaves.
Cultura, cotidiano, política, arte, literatura. Notícias do Brasil e do mundo: tudo em um só blog.",2013-01-30 19:34:50,2337,2243,2023-01-11 22:33:09 BRT,2023-01-11,22:33:09,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/533202120033279/posts/6053980341288735,,https://flaviochaves.com.br/2023/01/11/preparacao-para-ato-golpista-teve-mapa-online-que-previa-um-confronto-violento/,,,Preparação para ato golpista teve mapa online que previa um confronto violento - Flávio Chaves,"Este é o mapa da “Viagem para Praia”, rumo à Festa da Selma Amanda Rossi e Lúcia Valentim Rodrigues Do UOL O mapa era “Viagem para Praia”. Mas, em vez de pontos turísticos, estão listadas 43 cidades no Brasil onde se podia pegar ônibus para a “festa da Selma”, com contatos dos orga...",,,,0,-14
Aconteceu Ipu,www.aconteceuipu.net,100027872426966,NEWS_SITE,BR,Essa página foi criada para divulgação dos link's de notícias publicadas no site Portal de Notí,2015-09-12 18:43:46,21874,38515,2023-01-09 10:46:46 BRT,2023-01-09,10:46:46,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100027872426966/posts/1046290889643315,#aconteceuipu,https://www.metropoles.com/brasil/politica-brasil/festa-da-selma-extremistas-usaram-codigos-para-planejar-invasoes,,,“Festa da Selma”: extremistas usaram códigos para planejar invasões | Metrópoles,"Um desses códigos usados pelos extremistas seria a palavra ""Selma"", em alusão a ""Selva"", que é um grito de guerra entre militares",,,,0,-46
Revista Reciclar Já!,Rev.Reciclar.Ja,100063817801422,EDU_SITE,BR,"Reciclando Atitudes, Renovando Ações! www.revistareciclarja.com.br",2010-03-26 18:38:25,6297,6290,2023-01-09 10:06:06 BRT,2023-01-09,10:06:06,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063817801422/posts/605174344953154,"🚨 EXCLUSIVO. Chamadas para invasão do Planalto, Congresso e STF correram livremente em redes sociais, como o Twitter, dias antes da ação através do código ""Festa da Selma"".",https://apublica.org/sentinela/2023/01/bolsonaristas-usam-codigo-festa-da-selma-para-coordenar-invasao-em-brasilia/?utm_source=facebook&utm_medium=post&utm_campaign=invasao,https://apublica.org/sentinela/2023/01/bolsonaristas-usam-codigo-festa-da-selma-para-coordenar-invasao-em-brasilia/,,"Bolsonaristas usam código ""Festa da Selma"" para coordenar invasão em Brasília - Agência Pública","Termo alude a cumprimento militar; chamadas para invasão do Planalto, Congresso e STF correram em redes sociais",,,,0,-28
