Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Portal de Americana,portalamericana,100069126956095,TOPIC_NEWSPAPER,BR,"As principais noticias de Americana e região

Fale conosco: redacao@portaldeamericana.com",2014-10-12 16:33:57,100437,118898,2023-04-11 16:49:26 BRT,2023-04-11,16:49:26,Link,"1,261",253,553,196,0,18,2,106,133,0,,-,0,0,0,N/A,https://www.facebook.com/100069126956095/posts/528383089475918,URGENTE: Caso aconteceu em um colégio da cidade,https://portaldeamericana.com/aluno-envia-foto-com-arma-e-ameaca-colegas-em-americana/,,,Aluno envia foto com arma em grupo de colegas no WhatsApp,"Um adolescente que estuda do Ensino Médio do Instituto Educacional de Americana enviou uma foto com uma arma no grupo dos alunos na manhã desta terça-feira(11). De acordo com informações obtidas pelo Portal de Americana, o aluno enviou a foto em resposta ao possível ataque do dia 20 de abril,....",,,,"1,261",9.34
Itajaí EXTRA Notícias,extraitajai,100044293696290,ACTIVITY_GENERAL,BR,"Aqui você encontra notícias de Itajaí e Região.
Direção e Propriedade de Sérgio Bessa.
",2018-02-23 05:09:22,89869,128037,2023-04-17 12:07:51 BRT,2023-04-17,12:07:51,Photo,941,328,228,228,1,29,0,22,105,0,,-,0,0,0,N/A,https://www.facebook.com/100044293696290/posts/761268832026233,"ADOLESCENTE É APREENDIDO COM SIMULACROS DE ARMAS E AMEAÇA DE MASSACRE EM ESCOLA DE PENHA 🚨 Na manhã desta segunda-feira (17), uma ação conjunta das polícias civil e militar de Penha resultou na apreensão de um adolescente de 16 anos com dois simulacros de arma de fogo, uma pistola 9mm e uma carabina 5,56mm, ambas de airsoft. O jovem havia publicado em redes sociais um vídeo editado com imagens de um jogo de tiro, acompanhado da mensagem ""minha escola no dia 20/04"". A ação é resultado de uma operação das forças de segurança pública com o objetivo de monitorar e identificar possíveis ameaças às escolas do município. As investigações tiveram início após a publicação do vídeo e levaram as autoridades até a residência do adolescente, onde foram apreendidos um telefone celular e um computador utilizados pelo investigado. Após prestar esclarecimentos, o adolescente foi encaminhado ao Centro de Referência Especializado de Assistência Social (Creas) para atendimento psicológico, enquanto o material apreendido será encaminhado para perícia. As autoridades alertam para a importância de se monitorar as redes sociais e estar atento a quaisquer comportamentos suspeitos, a fim de evitar possíveis tragédias nas escolas. 🇧🇷Direção Geral Itajai EXTRA Notícias: Sérgio Béssa",https://www.facebook.com/photo.php?fbid=761268812026235&set=a.653036039516180&type=3,,,,,,,,941,-1.12
UERJ - Universidade do Estado do Rio de Janeiro,uerjoficial,100064892671868,LOCAL,BR,Página oficial da Universidade do Estado do Rio de Janeiro,2012-02-02 12:00:59,107517,111311,2023-04-12 10:42:02 BRT,2023-04-12,10:42:02,Photo,923,294,42,575,11,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/100064892671868/posts/605983931574691,"Estão abertas, até 20/4, as inscrições para o curso Cuidadores de Idosos, oferecido pela UnATI-Uerj. As aulas serão realizadas de forma híbrida, no campus Maracanã e via Zoom. Participe: http://bit.ly/3mmlwTT:=:https://www.cepuerj.uerj.br/ #Uerj #Unati #idosos . #ParaTodosVerem - Cartaz do curso de extensão 2023. Cuidadores de Idosos. Inscrições até 20 de abril no site: www.unatiuerj.com.br:=:http://www.unati.uerj.br/",https://www.facebook.com/photo.php?fbid=605979988241752&set=a.466974132142339&type=3,,Curso 2023 24 Abr. Até 28 Jul. Dosos UnATi. Cuidadores de Inscrições até 20 de abril no site www.unatiuerj.com.br de 18:30 às 21:30 Objetivo Curso de extensão voltado qualificação de profissionais familiares que necessitam orientações técnicas no trato com cuidado de pessoas idosas fragilizadas OU Segundas quartas (presencial) sextas line) Público Comunidade geral interessada em atuar como profissional na área OU cuidadores familiares. Carga horária horas garantido Informações Tel: (ramal 8) ou 96701-6049 (até as E-mail: extensao.unati@gmail.com Coordenação Geral Sandra Rabello deFrias Local UERJ Maracană: Auditório 11° andar BlocoF Atividades online: plataforma Zoom JERJ PR3 UnATi Universidade PROEXT,,,,,,923,19.64
Petrus News,petrusnews,100063486732815,NEWS_SITE,BR,Petrus News é um veículo de comunicação com abrangência no RS e no Brasil ,2017-12-31 18:50:23,41212,47846,2023-04-11 17:44:16 BRT,2023-04-11,17:44:16,Link,916,438,154,210,0,6,0,12,95,1,,-,0,0,0,N/A,https://www.facebook.com/100063486732815/posts/711580534301498,"Segundo a Brigada Militar (BM), os atentados ocorreriam entre os dias 10/04/2023 e 20/04/2023. Ele foi preso no bairro Santa Fé e confessou a autoria das postagens com ameaça em suas redes sociais #petrusnews",https://www.petrusnews.com.br/brigada-militar-prende-homem-que-planejava-ataque-em-escolas-e-creches-em-caxias/,,,Brigada Militar prende homem que planejava ataque em escolas e creches em Caxias - Petrus News,"Policiais da Força Tática efetuaram o flagrante na Rua dos Lenhadores, no bairro Santa Fé Policiais militares da Força Tática da Brigada Militar prenderam, na tarde desta terça-feira, 11, um homem de 22 anos que planejava invadir escolas e creches em Caxias do Sul. De acordo com a Brigada Mili...",,,,916,9.54
AU Online,portalauonline,100064481060417,NEWS_SITE,BR,AU Online - A informação em tempo real,2013-12-03 16:18:34,165441,186254,2023-04-17 17:30:02 BRT,2023-04-17,17:30:02,Photo,914,595,126,110,83,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064481060417/posts/609335411225822,"A Paz inicia em nós Somos responsáveis pela paz em nossa casa Em nossas escolas Em nossos trabalhos Em nossas cidades Em nosso estado, em nosso país",https://www.facebook.com/photo.php?fbid=609358374556859&set=a.343037237855642&type=3,,VAMOS JUNTO PELA NESTA QUINTA-FEIRA (20/04) VAMOS PROPAGAR A PAZ! VENHA PARA A ESCOLA USANDO BRANCO; VÁ TRABALHAR USANDO BRANCO; DE UM ABRAÇO A QUEM ENCONTRAR; TENHA UMA PALAVRA PARA TROCAR; ESCREVA NA VITRINE A PALAVRA PAZ! EAO E AO CHEGAR NA ESCOLA ESCREVA UMA PALAVRA QUE LEMBRE A PAZ PARA COLOCARMOS EM NOSSAS GRADES. PREFEITU BARAO MUNICIPAL COTEGIPE SMEC,,,,,,914,10.16
Portal Cruzeiro,portalcrz,100050566026041,NEWS_SITE,BR,"Noticias em primeira mão, com rapidez, responsabilidade e credibilidade.

",2014-08-04 19:18:21,71120,73837,2023-04-17 16:20:01 BRT,2023-04-17,16:20:01,Photo,864,440,212,201,7,2,0,0,0,2,,-,0,0,0,N/A,https://www.facebook.com/100050566026041/posts/787726102922917,"PREFEITURA DECRETA CANCELAMENTO DE AULAS NO DIA 20 DE ABRIL EM CRUZEIRO🚨 A Prefeitura de Cruzeiro, através do Prefeito Thales, aprovou nesta última sexta-feira (14) o decreto N° 66, que dispõe sobre a suspensão das atividades escolares nas escolas Municipais, Estaduais e Particulares, no âmbito do município, no dia 20 de abril de 2023. O decreto tem como finalidade tranquilizar os alunos, pais, professores, servidores, funcionários e população, em contraponto às notícias que, mesmos falsas, tem gerado insegurança em toda população. De acordo com o decreto, para as Instituições Superior é também recomendável a suspensão de aulas no mesmo dia. Ainda de acordo com o decreto, as escolas deverão neste dia realizar ações de capacitação, treinamento, orientação e campanhas que objetivem a conscientização e a formação de seus agentes, para o enfrentamento e prevenção de eventuais ações que possam colocar em risco a integridade dos estudantes e de todos que frequentam o ambiente escolar. Por: Portal Cruzeiro © Fotos: Decreto N°66 Copyright 2023/Todos os direitos reservados",https://www.facebook.com/photo.php?fbid=787715236257337&set=a.224432359252297&type=3,,"PREFEITURA MUNICIPAL DE CRUZEIRO ESTADO DE SÃO PAULO Secretaria Municipal de Assuntos Juridicos Art. Escolas Públicas Municipais Estaduais, Escolas Particulares sediadas munici. de Cruzeiro, deverão estabelecer, nesse ações de capacitação, treinamento, orientação campanhas que bjetivem conscientização formação de agentes, para enfrentamento prevenção eventuais ações que possam colocar risco integridade dos estudantes de todos que frequentam ambiente escolar. Art. Este Decreto entrará cm contrário, data sua publicação, revogadas as disposições cm THALES GABRIEL FONSECA PREFEITO MUNICIPAL Publicado no átrio da Prefeitura Municipal Cruzeiro em ar, 66 da LOM. deabril de 2023, nos termos de DIÃGENES GORESANTIAGO SECRETÁRIO DE ASSUNTOS JURÍDICOS",Photos from Portal Cruzeiro's post,,,,,864,5.84
Governo do Rio Grande do Sul,GovernoDoRS,100064540095884,PUBLIC_SERVICES_GOVERNMENT,BR,Página oficial do Governo do Estado do Rio Grande do Sul. #NovasFaçanhas #TeCuidaRS,2011-02-09 12:49:43,590916,803787,2023-04-16 12:41:12 BRT,2023-04-16,12:41:12,Photo,834,457,278,84,7,1,5,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/100064540095884/posts/607892151372116,"Os R$ 150 do Todo Jovem na Escola voltam a ser pagos a partir do dia 20 de abril. O depósito mensal é feito no Cartão Cidadão do chefe da família. O objetivo do programa é auxiliar no enfrentamento ao abandono e à evasão escolar. A iniciativa beneficia estudantes do Ensino Médio Regular, da Rede Estadual de ensino, em situação de vulnerabilidade socioeconômica. #TodoJovemNaEscola #Educação #GovernoRS #OFuturoNosUne",https://www.facebook.com/photo.php?fbid=607892138038784&set=a.342014257959908&type=3,,GoovernoRS Quando vai voltar o Todo Jovem na Escola? 1° pagamento é no dia 20 de abril GOVERNO DOESTADO RIO GRANDE DO SUL,,,,,,834,4.79
Oops Notícia Foz Ná Hora,Oops.noticia.foz.na.hora.AO.VIVO,100063668915521,MEDIA_NEWS_COMPANY,BR,Canal De Notícia De Foz e Região  � Ao Vivo ,2018-01-31 12:49:37,130422,198335,2023-04-14 14:14:10 BRT,2023-04-14,14:14:10,Photo,761,522,121,31,82,3,1,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/100063668915521/posts/683168913815400,"OPERAÇÃO ESCOLA SEGURA PROPORCIONA MAIOR SEGURANÇA EM ESCOLAS E CMEIS DE FOZ _Unidades contarão com agentes e equipes de rondas durante o período de aulas; comunidade escolar já sente mais tranquilidade_ As unidades de ensino de Foz do Iguaçu - entre escolas, Cmeis e Centros de Convivência - contam a partir desta sexta-feira (14) com agentes fixos e equipes móveis de rondas (compostas por guardas municipais do serviço administrativo e agentes patrimoniais) para reforçar a segurança no período de aulas. A estratégia faz parte da Operação “Escola Segura” da Prefeitura Municipal. Devido aos recentes casos de violência em escolas do Brasil e ao aumento da sensação de insegurança causado, principalmente, pelo grande número de notícias falsas, o atendimento nas unidades de ensino municipais é a prioridade da segurança pública neste momento. A operação, intensificada também com rondas e patrulhamento, prossegue pelo menos até o dia 20 de abril. “Por determinação do prefeito Chico Brasileiro, deslocamos guardas municipais que atuam em serviços administrativos e agentes patrimoniais para ficarem nas escolas, Cmeis e Centros de Convivência no período das aulas, pelo menos até o dia 20”, explicou o secretário municipal de Segurança Pública, Tenente-Coronel Marcos Antonio Jahnke. São cerca de 80 servidores que farão esse trabalho, entre guardas que atuam no serviço administrativo, na Patrulha Maria da Penha, nas equipes de trânsito e agentes patrimoniais. São 100 unidades de ensino do município - 50 escolas, 44 Cmeis e 6 Centros de Convivência. “Infelizmente, não conseguiremos atender todos com equipes fixas, mas nas demais unidades intensificamos os trabalhos de ronda e de patrulhamento”, afirmou Jahnke. Segundo o secretário, depois desta primeira fase da Operação Escola Segura em Foz, as forças de segurança se reunirão para avaliar os resultados e debater medidas futuras. “A partir de então, novos passos serão definidos”. Maior tranquilidade para pais, alunos e funcionários A coordenadora pedagógica do Cmei Inácia Menezes dos Santos, Joslaine Quaquarini de Carvalho, desde que houve o episódio de violência em Blumenau (SC), a unidade reforçou as medidas de segurança, aumentando o controle do acesso aos portões. Segundo ela, com o apoio das equipes da Guarda Municipal e agentes patrimoniais, a comunidade escolar sente-se mais segura. “Os pais, os alunos, os funcionários ficaram mais tranquilos em saber que agora tem um agente cuidando de nós, da segurança como um todo. Até as crianças gostam e ficam felizes”. A professora Ivanir Terezinha de Alencar, do Cmei Julia Ferrais, no Portal da Foz, comentou que, apesar da unidade estar em um “lugar bem seguro, com a Guarda agora fazendo essa ronda é maravilhoso”. Ela considera que muito do que vem sendo falado é “fake news”, mas como os pais têm demonstrado maior preocupação, acredita que esse reforço na segurança vai deixar a todos muito mais tranquilos. Outras medidas Na semana passada, o prefeito Chico Brasileiro, imediatamente após o ataque em Blumenau, anunciou o reforço nas rondas e patrulhamentos nas escolas municipais e Cmeis. Também foi constituída uma comissão para o planejamento de um novo concurso da Guarda Municipal, com a previsão inicial da contratação de 100 novos agentes para a corporação. O grupo deve concluir o edital em um prazo de 30 dias. Além disso, será licitado um sistema de videomonitoramento com 1.800 câmeras de segurança e alarme para as unidades de ensino. O município busca junto ao Ministério da Justiça formas de financiamento do sistema, avaliado em R$ 9 milhões.",https://www.facebook.com/photo.php?fbid=683168820482076&set=a.614931840639108&type=3,,Oops Noticia Foz Νά Hora Noticia,Photos from Oops Notícia Foz Ná Hora's post,,,,,761,2.07
NovaTv,canalnovatvoficial,566681213700367,ACTIVITY_GENERAL,BR,"Canal de informação líder de audiência em Lins e região. Aqui você fica bem informado. A informação conectada com você! 

#lins #cafelândia #guaiçara #getulina #marilia #riopreto #Araçatuba #Penápolis #sabino #bauru #saopaulo #sp #brasil 
",2018-03-28 19:02:11,94800,123034,2023-04-11 22:11:22 BRT,2023-04-11,22:11:22,Photo,761,484,91,71,5,22,0,76,12,0,,-,0,0,0,N/A,https://www.facebook.com/566681213700367/posts/1904999979868477,"A Polícia Civil de Londrina identificou um adolescente que criou uma página nas redes sociais para criar pânico nas escolas. O estudante incentivava ataques em colégios e tinha como referência o Massacre de Columbine, no dia 20 de abril de 1999, nos Estados Unidos. O adolescente foi apreendido e na casa dele foi encontrado um celular, notebook e quatro pistolas de airsoft. A investigação procura identificar as pessoas que acessaram a página e que também postaram sobre violência contra escolas. A Polícia investiga ameaças ou supostas intenções de ataques envolvendo escolas em Londrina. Em um dos casos, o alvo de busca e apreensão foi um adolescente de colégio particular que mora em um condomínio de luxo e que também fazia postagens nas redes. A internet deixa rastro, ninguêm escapa da investigação da inteligência da Polícia, cedo ou tarde os responsáveis serão identificados, um a um. Com informações da Ricmais Da Redação - NOVATV #novatv",https://www.facebook.com/canalnovatvoficial/photos/a.568639036837918/1904999893201819/?type=3,,"QUANDO A POLÍCIA CIVL INVESTIGA, É APENAS QUESTÃO DE TEMPO PARA O CRIME SE CALAR NovaTv ALUNO COM SITE INSPIRADO NO MASSACRE DE COLUMBINE É APREENDIDO NO PARANÁ",,,,,,761,1.86
Perfil News - TV Perfil,tvperfilnews,100064302990629,NEWS_SITE,BR,"Site de notícias nacionais, do MS, de Três Lagoas e do Bolsão sul-mato-grossense",2014-06-02 15:00:01,31094,51499,2023-04-10 11:19:38 BRT,2023-04-10,11:19:38,Photo,756,137,293,227,1,6,0,48,44,0,,-,0,0,0,N/A,https://www.facebook.com/100064302990629/posts/610641417755953,"Amigos... Em relação as publicações de ameaças aos alunos das escolas de Três Lagoas, divulgadas em várias páginas do Instagram, alardeando um ataque a à uma escola que será escolhida no dia 17 de abril, venho informar que a Polícia Civil e Militar já estão investigando para encontrar os irresponsáveis por essas publicações. Conforme informou o comandante do 2º Batalhão de Polícia Militar de Três Lagoas, tenente-coronel Ormay, à tarde haverá uma reunião na sede do Delegacia Regional com todas as autoridades do município, onde provavelmente serão informados os procedimentos que estão sendo adotados para contrapor as ações desses meliantes irresponsáveis.",https://www.facebook.com/photo.php?fbid=610641271089301&set=a.415296087290488&type=3,,"20deabril.moabecury 0 Publicações 13 Seguidores 105 Seguindo NOVO 20 04 23 estará de luto ""Nacemos falhos, morreremos heróis"" Massacre 20 04 23 Ver tradução Seguir Mensagem",,,,,,756,4.55
Caio Matheus,caiomatheusbertioga,100044545654708,POLITICIAN,BR, Prefeito reeleito de Bertioga.  Engenheiro civil e ex-vereador.,2016-03-06 23:54:59,27187,36344,2023-04-17 13:22:56 BRT,2023-04-17,13:22:56,Native Video,752,436,144,106,64,1,0,0,0,1,owned,Yes,4610,5320,0,00:04:00,https://www.facebook.com/100044545654708/posts/817102973117884,"Mais um importante passo para garantir a segurança nas escolas. Bertioga será uma das primeiras cidades do Estado de SP a disponibilizar um aplicativo exclusivo para emergência escolar. Agora, professores e funcionários de escolas públicas e particulares terão na palma da mão mais uma ferramenta para acionar de forma rápida a PM, Bombeiro, GCM e SAMU, interligada ao Coibe. Também vamos oferecer, em parceria com a Polícia Militar, no dia 20/04, treinamento às equipes de escolas municipais, estaduais e particulares para identificar possíveis ameaças e lidar com incidentes críticos. Seguimos intensificando o patrulhamento nas escolas e iremos mais que dobrar nosso efetivo da GCM com o concurso em andamento. Investiremos ainda em adequações em prédios escolares municipais para evitar invasões e garantir o controle mais rigoroso do acesso de visitantes. Não mediremos esforços para proporcionar um ambiente acolhedor e seguro aos nossos alunos e toda comunidade escolar.",https://www.facebook.com/caiomatheusbertioga/videos/732780868444246/,,,,,,,,752,2.24
Márcio Burguinha,prefeitoburguinha,100064422023163,POLITICAL_ORGANIZATION,BR,"Prefeito Marcio Burguinha. 
Aqui o trabalho não para! ",2014-12-06 14:10:56,9320,10315,2023-04-12 19:18:06 BRT,2023-04-12,19:18:06,Photo,751,448,152,84,66,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064422023163/posts/596970769126985,"Olá meus amigos, visando garantir mais segurança nas escolas e creches da nossa cidade e do nosso distrito de Irapé, realizamos uma reunião com algumas mães no período da manhã, no período da tarde junto com a Secretaria da Educação, Secretaria de Administração, todo Jurídico, ficou decidido as seguintes medidas a serem adotadas: • Terá a presença de Segurança em todas as escolas e creches. • Foi desenvolvido um sistema de “botão no pânico” no qual um equipamento é instalado em um ponto estratégico para que em caso de emergência os diretores, coordenadores das instituições possam pressionar, acionando a polícia instantaneamente através da central. • Além da arma branca e arma de fogo também precisamos tomar todo o cuidado com outra arma que é os celulares, pensando nisso será realizado palestras para pais e alunos sobre o mau uso de nossas crianças no celular. • Em razão ao grande comentário nas redes sociais sobre um possível ataque em massa nas escolas, será ponto facultativo no dia 20/04 para que não haja nenhum aluno nas escolas e creches de nossa cidade. • Autorizamos em forma de lei o Pró-Labore aos policias militares para aumentar as rondas em nosso município e distrito nas entradas e saídas das escolas e creches. • Os muros das escolas e creches serão aumentados e instalados concertina. • Em relação a escola Ernesto Fonseca por ser uma escola estadual o município não pode adotar nenhuma providencia e nem realizar qualquer tipo de investimento, por essa razão estarei indo em São Paulo na sexta feira, até a Secretária Estadual da Educação protocolando o oficio com urgência e reivindicando e solicitando providências com objetivo de que nosso Secretário Estadual tome medidas com urgência para nossa escola Ernesto Fonseca. *Lembrando que já temos adotadas as seguintes normas de segurança instaladas em nosso município:* • Todas as unidades de creche e escolas com câmeras de segurança 24h. • Ficam proibido entrada e permanência nas escolas de pessoas que não fazem parte do quadro de funcionário. • Os portões só abrem nos horários de entrada e saída. • As escolas e creches terá o atendimento ao público através de agendamento e manterão as portas e portões trancados. Estamos trabalhando muito para que nossas crianças estejam protegidas dentro das escolas e creches de Chavantes e Irapé. Deus abençoe a todos!!!",https://www.facebook.com/photo.php?fbid=596970585793670&set=a.342748071215924&type=3,,MARCIO BURGUINHA PREFEITO E MISSIONÁRIO,Photos from Márcio Burguinha's post,,,,,751,1.81
Município de Idanha-a-Nova,MunicipioIdanhaNova,100064440381842,CITY_HALL,PT,Página oficial do Município de Idanha-a-Nova,2014-06-23 23:24:31,105996,107965,2023-04-12 13:06:57 BRT,2023-04-12,13:06:57,Photo,699,636,2,43,16,0,0,0,1,1,,-,0,0,0,N/A,https://www.facebook.com/100064440381842/posts/592250199599654,"Fase Intermunicipal do Concurso Nacional de Leitura é em Idanha-a-Nova A Biblioteca Municipal de Idanha-a-Nova recebe, no próximo dia 20 de abril, a Fase Intermunicipal do 16º Concurso Nacional de Leitura. Esta Fase Intermunicipal reúne os municípios da Comunidade Intermunicipal da Beira Baixa (CIMBB), composta por Castelo Branco, Idanha-a-Nova, Oleiros, Proença-a-Nova, Penamacor e Vila Velha de Rodão. Na sequência das fases anteriores do concurso (Fase de Escola e Fase Municipal), os alunos apurados participam agora na Fase Intermunicipal, em Idanha-a-Nova, que engloba crianças e jovens do 3º ano do Ensino Básico até ao 12º ano do Ensino Secundário. Por se tratar de um concurso que visa estimular o gosto e hábitos de leitura, bem como a capacidade de compreensão, toda a dinâmica do evento desenvolve-se tendo por base a leitura de livros escolhidos para esta fase do concurso. São os seguintes: “Os direitos vão à escola” de Celeste Gonçalves para o 1º Ciclo; “A história de Catherine” de Patrick Modiano destinado aos alunos de 2º Ciclo; “O homem que plantava árvores” de Jean Giono será o livro a concurso para os alunos de 3º Ciclo; e “Os livros que devoraram o meu pai” de Afonso Cruz dirigido aos alunos do Ensino Secundário. O dia começa na Biblioteca Municipal Idanha-a-Nova, pelas 9h30, com a receção dos participantes seguida da realização da prova escrita, o primeiro momento de seleção do concurso. Segue-se um momento musical protagonizado pelo projeto Casinha da Música, no Centro Cultural Raiano, local onde, após o almoço, terão lugar as provas de leitura expressiva e argumentação. Neste período da tarde, a apresentação do concurso conta com a presença de Paulo Condessa, escritor e mediador de leitura, que dinamizará o momento. Após o apuramento para Fase Nacional e distribuição de prémios aos vencedores, todos os participantes terão direito a um bolo comemorativo da Fase Intermunicipal do 16º Concurso Nacional de Leitura, cuja confeção está a cargo dos alunos da Escola Profissional da Raia de Idanha-a-Nova.",https://www.facebook.com/photo.php?fbid=592250062933001&set=a.544503227707685&type=3,,,,,,,,699,6.53
Martello On-line Notícias,mnoticias.sc,100063701700474,MEDIA_NEWS_COMPANY,BR,"Atuamos com grande influência em Caçador, abrangendo toda a região, com a difusão em massa.",2018-10-20 06:32:51,42044,63542,2023-04-12 17:25:14 BRT,2023-04-12,17:25:14,Link,693,338,151,96,1,4,3,14,85,1,,-,0,0,0,N/A,https://www.facebook.com/100063701700474/posts/675599327906785,"Dois suspeitos de 14 anos foram apreendidos por fazerem apologia ao ""ataque dia 20/04, a falsa ameaça foi escrita no banheiro da escola. ",https://martelloonlinenoticias.com.br/?p=3142,,,Adolescentes são apreendidos após falsa ameaça em escola de Caçador,"Nesta quarta-feira (12), uma ocorrência policial foi registrada em uma escola na cidade de Caçador. Dois adolescentes de 14 anos foram apreendidos sob suspeita de terem escrito no banheiro da instituição a frase “ataque dia 20/04”. O ato foi descoberto pela direção e imediatamente um polic...",,,,693,4.5
Fundação Francisco Manuel dos Santos,ffms.pt,197936253581591,NON_PROFIT,PT,Fundação Francisco Manuel dos Santos,2011-05-01 20:46:30,168466,179876,2023-03-31 07:27:00 BRT,2023-03-31,07:27:00,Native Video,658,321,224,74,10,4,13,6,6,0,owned,Yes,50046,50390,0,00:00:20,https://www.facebook.com/197936253581591/posts/9022116357830159,"A democracia em Portugal começou aqui. Cinco décadas depois, neste mesmo Largo do Carmo, vamos debater o que a ameaça e como podemos garantir o seu futuro. Com a apresentação do livro «O Essencial da Política Portuguesa», coordenador por Jorge Fernandes, Pedro Magalhães e Antonio Costa Pinto, e um debate entre dois dos maiores especialistas internacionais em democracias: Daniel Ziblatt e Sheri Berman. Dia 20 de Abril, às 17h, no Quartel do Carmo, em Lisboa. Entrada gratuita, mediante reserva de lugar aqui: https://ffms.pt/pt-pt/agenda/cinco-decadas-de-democracia-o-que-mudou -- Imagens: @Alfredo Cunha e @Arquivo Municipal de Lisboa Livro: Edições tinta-da-china",https://www.facebook.com/ffms.pt/videos/233092999286788/,,,"Cinco décadas de democracia, o que mudou?",,,,,658,10.12
Repórter Janio Fernandes,reporterJanioFernandes,100063661685313,NEWS_SITE,BR,O site repórter Janio Fernandes foi criado com objetivo de levar aos internautas a informação em ,2018-01-15 10:26:59,35976,46517,2023-04-10 19:09:15 BRT,2023-04-10,19:09:15,Native Video,647,436,59,144,2,2,0,2,0,2,owned,Yes,8397,10404,0,00:01:47,https://www.facebook.com/100063661685313/posts/693658312766219,"Segurança O Comandante geral da Brigada Militar,Coronel Cláudio dos Santos Feoli, comentou sobre o trabalho da Brigada Militar em relação à circulação de mensagens de WhatsApp apontando a possibilidade de invasão de escolas dia 20 de abril . #Acompanhe o pronunciamento",https://www.facebook.com/reporterJanioFernandes/videos/1178520796198500/,,,,,,,,647,3.39
Gleisi Hoffmann,gleisi.hoffmann,100044360472979,POLITICIAN,BR,"Deputada federal pelo Paraná e 
Presidenta Nacional do PT 

",2013-03-14 01:21:18,1518388,1755837,2023-04-11 20:19:04 BRT,2023-04-11,20:19:04,Photo,647,431,88,111,1,2,5,2,3,4,,-,0,0,0,N/A,https://www.facebook.com/100044360472979/posts/809858757169466,"A propagação de fakes multiplicou nas redes sociais desde a ocorrência em Blumenau. PM garante que até o momento, não há nenhum indício de ataques planejados em escolas do Paraná. Saiba mais: https://bit.ly/3UtxhVd:=:https://www.bemparana.com.br/noticias/parana/policia-militar-do-parana-desmente-supostos-ataques-a-escolas-no-proximo-dia-20-de-abril-fake-news/",https://www.facebook.com/photo.php?fbid=809858737169468&set=a.535457571276254&type=3,,"Ο CARTEL DA FAKE NEWS PREJUDICA Ο PAIS POLÍCIA MILITAR DO PARANÁ DESMENTE SUPOSTOS ATAQUES A ESCOLAS NO PRÓXIMO DIA 20 DE ABRIL: ""FAKE NEWS"" FONTE FONTE:BEMPARANÁ PARANA GLEiSi FEDERAL DEPUTADA",,,,,,647,-3.36
